"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"tensor(0.3789, device='cuda:0')" 
""
"tensor(-58.5616, device='cuda:0')"
"tensor(-59.2719, device='cuda:0')"
"tensor(-58.5579, device='cuda:0')"
"tensor(-59.4216, device='cuda:0')"
"tensor(-58.6489, device='cuda:0')"
"tensor(-59.3910, device='cuda:0')"
"tensor(-58.7819, device='cuda:0')"
"tensor(-59.3714, device='cuda:0')"
"tensor(-58.5922, device='cuda:0')"
"tensor(-59.3050, device='cuda:0')"
"tensor(-58.5808, device='cuda:0')"
"tensor(-59.2394, device='cuda:0')"
"tensor(-59.2642, device='cuda:0')"
"tensor(-58.6093, device='cuda:0')"
"tensor(-59.2354, device='cuda:0')"
"tensor(-58.5602, device='cuda:0')"
"tensor(-59.2281, device='cuda:0')"
"tensor(-58.5612, device='cuda:0')"
"tensor(-59.2538, device='cuda:0')"
"tensor(-58.5388, device='cuda:0')"
"tensor(-59.2876, device='cuda:0')"
"tensor(-58.5227, device='cuda:0')"
"tensor(-59.2518, device='cuda:0')"
""
"tensor(-58.5533, device='cuda:0')"
"tensor(-59.2498, device='cuda:0')"
"tensor(-59.2978, device='cuda:0')"
"tensor(-58.5446, device='cuda:0')"
"tensor(-59.3544, device='cuda:0')"
"tensor(-58.7365, device='cuda:0')"
"tensor(-59.3256, device='cuda:0')"
"tensor(-58.5672, device='cuda:0')"
"tensor(-59.2386, device='cuda:0')"
"tensor(-58.5855, device='cuda:0')"
"tensor(-59.2541, device='cuda:0')"
"tensor(-58.5336, device='cuda:0')"
"tensor(-59.2469, device='cuda:0')"
""
"tensor(-58.6072, device='cuda:0')"
"tensor(-59.2823, device='cuda:0')"
"tensor(-58.5692, device='cuda:0')"
"tensor(-59.2563, device='cuda:0')"
"tensor(-58.5970, device='cuda:0')"
"tensor(-59.2488, device='cuda:0')"
"tensor(-58.5747, device='cuda:0')"
"tensor(-59.3174, device='cuda:0')"
"tensor(-58.6679, device='cuda:0')"
"tensor(-59.4620, device='cuda:0')"
"tensor(-58.6502, device='cuda:0')"
"tensor(-59.4543, device='cuda:0')"
"tensor(-58.7780, device='cuda:0')"
"tensor(-59.3539, device='cuda:0')"
"tensor(-58.5990, device='cuda:0')"
"tensor(-59.2851, device='cuda:0')"
"tensor(-58.5639, device='cuda:0')"
"tensor(-59.2733, device='cuda:0')"
"tensor(-58.5693, device='cuda:0')"
"tensor(-59.2812, device='cuda:0')"
""
"tensor(-58.5832, device='cuda:0')"
"tensor(-58.2189, device='cuda:0')"
"tensor(-58.8134, device='cuda:0')"
"tensor(-58.1464, device='cuda:0')"
"tensor(-58.7949, device='cuda:0')"
"tensor(-58.0643, device='cuda:0')"
"tensor(-58.8133, device='cuda:0')"
"tensor(-58.1074, device='cuda:0')"
"tensor(-58.8059, device='cuda:0')"
"tensor(-58.1209, device='cuda:0')"
""
"tensor(-58.8795, device='cuda:0')"
"tensor(-58.8438, device='cuda:0')"
"tensor(-58.0537, device='cuda:0')"
"tensor(-58.8040, device='cuda:0')"
"tensor(-58.1036, device='cuda:0')"
"tensor(-58.9067, device='cuda:0')"
""
"tensor(-58.1153, device='cuda:0')"
"tensor(-58.7907, device='cuda:0')"
"tensor(-58.1408, device='cuda:0')"
"tensor(-58.8114, device='cuda:0')"
"tensor(-58.0729, device='cuda:0')"
"tensor(-58.7476, device='cuda:0')"
"tensor(-58.1998, device='cuda:0')"
""
"tensor(-58.8577, device='cuda:0')"
"tensor(-58.1943, device='cuda:0')"
"tensor(-58.9041, device='cuda:0')"
"tensor(-58.2047, device='cuda:0')"
"tensor(-58.9548, device='cuda:0')"
"tensor(-58.2570, device='cuda:0')"
"tensor(-59.0457, device='cuda:0')"
"tensor(-58.3107, device='cuda:0')"
"tensor(-58.3013, device='cuda:0')"
"tensor(-58.9417, device='cuda:0')"
"tensor(-58.3638, device='cuda:0')"
"tensor(-59.0329, device='cuda:0')"
"tensor(-58.4612, device='cuda:0')"
""
"tensor(-58.8233, device='cuda:0')"
"tensor(-58.0985, device='cuda:0')"
"tensor(-58.8114, device='cuda:0')"
"tensor(-58.0881, device='cuda:0')"
"tensor(-58.8201, device='cuda:0')"
"tensor(-58.0620, device='cuda:0')"
""
"tensor(-58.8439, device='cuda:0')"
"tensor(-58.1765, device='cuda:0')"
"tensor(-58.9972, device='cuda:0')"
"tensor(-58.2521, device='cuda:0')"
"tensor(-58.9756, device='cuda:0')"
"tensor(-58.3070, device='cuda:0')"
"tensor(-59.1609, device='cuda:0')"
"tensor(-58.4083, device='cuda:0')"
"tensor(-59.0555, device='cuda:0')"
"tensor(-58.3850, device='cuda:0')"
"tensor(-58.9694, device='cuda:0')"
"tensor(-58.3283, device='cuda:0')"
"tensor(-58.8646, device='cuda:0')"
"tensor(-58.3376, device='cuda:0')"
"tensor(-59.0635, device='cuda:0')"
"tensor(-58.1422, device='cuda:0')"
"tensor(-58.7889, device='cuda:0')"
"tensor(-58.4329, device='cuda:0')"
"tensor(-58.5547, device='cuda:0')"
"tensor(-58.5574, device='cuda:0')"
"tensor(-59.2780, device='cuda:0')"
"tensor(-58.2880, device='cuda:0')"
""
"tensor(-58.8128, device='cuda:0')"
"tensor(-58.1661, device='cuda:0')"
"tensor(-58.8338, device='cuda:0')"
"tensor(-58.0909, device='cuda:0')"
"tensor(-58.8575, device='cuda:0')"
"tensor(-58.0556, device='cuda:0')"
"tensor(-58.8226, device='cuda:0')"
"tensor(-58.2266, device='cuda:0')"
"tensor(-58.9508, device='cuda:0')"
"tensor(-58.1450, device='cuda:0')"
""
"tensor(-58.8414, device='cuda:0')"
"tensor(-58.1723, device='cuda:0')"
"tensor(-58.8045, device='cuda:0')"
"tensor(-58.0962, device='cuda:0')"
"tensor(-58.8472, device='cuda:0')"
"tensor(-58.1732, device='cuda:0')"
"tensor(-58.8762, device='cuda:0')"
"tensor(-58.2580, device='cuda:0')"
"tensor(-59.1264, device='cuda:0')"
""
"tensor(-58.1490, device='cuda:0')"
"tensor(-58.8200, device='cuda:0')"
"tensor(-58.0983, device='cuda:0')"
"tensor(-58.7848, device='cuda:0')"
"tensor(-58.0928, device='cuda:0')"
"tensor(-58.8039, device='cuda:0')"
"tensor(-58.1312, device='cuda:0')"
"tensor(-58.8210, device='cuda:0')"
"tensor(-58.1365, device='cuda:0')"
"tensor(-58.8241, device='cuda:0')"
""
"tensor(-58.1823, device='cuda:0')"
"tensor(-58.8561, device='cuda:0')"
"tensor(-58.1360, device='cuda:0')"
"tensor(-58.8789, device='cuda:0')"
"tensor(-58.1556, device='cuda:0')"
"tensor(-58.8523, device='cuda:0')"
"tensor(-58.3743, device='cuda:0')"
"tensor(-59.0313, device='cuda:0')"
"tensor(-58.4442, device='cuda:0')"
"tensor(-59.1921, device='cuda:0')"
"tensor(-58.2736, device='cuda:0')"
"tensor(-59.1995, device='cuda:0')"
"tensor(-58.2787, device='cuda:0')"
"tensor(-59.1551, device='cuda:0')"
"tensor(-58.2823, device='cuda:0')"
"tensor(-58.8610, device='cuda:0')"
"tensor(-58.1775, device='cuda:0')"
"tensor(-58.7900, device='cuda:0')"
"tensor(-58.1645, device='cuda:0')"
""
"tensor(-58.7710, device='cuda:0')"
"tensor(-58.7402, device='cuda:0')"
"tensor(-58.8024, device='cuda:0')"
"tensor(-58.5943, device='cuda:0')"
"tensor(-59.1120, device='cuda:0')"
"tensor(-58.4160, device='cuda:0')"
""
"tensor(-59.0958, device='cuda:0')"
"tensor(-58.3817, device='cuda:0')"
"tensor(-58.4752, device='cuda:0')"
"tensor(-59.2119, device='cuda:0')"
"tensor(-58.5260, device='cuda:0')"
"tensor(-59.2392, device='cuda:0')"
"tensor(-58.5645, device='cuda:0')"
"tensor(-59.3055, device='cuda:0')"
"tensor(-58.6651, device='cuda:0')"
""
"tensor(-59.0897, device='cuda:0')"
"tensor(-58.3646, device='cuda:0')"
"tensor(-59.1352, device='cuda:0')"
"tensor(-58.3589, device='cuda:0')"
"tensor(-59.0852, device='cuda:0')"
"tensor(-58.4242, device='cuda:0')"
""
"tensor(-59.1673, device='cuda:0')"
"tensor(-58.5033, device='cuda:0')"
"tensor(-59.1689, device='cuda:0')"
"tensor(-58.4319, device='cuda:0')"
"tensor(-59.2316, device='cuda:0')"
"tensor(-58.4678, device='cuda:0')"
"tensor(-59.3651, device='cuda:0')"
"tensor(-58.4349, device='cuda:0')"
"tensor(-59.2688, device='cuda:0')"
""
"tensor(-58.3479, device='cuda:0')"
"tensor(-59.0691, device='cuda:0')"
"tensor(-58.3453, device='cuda:0')"
"tensor(-59.1790, device='cuda:0')"
"tensor(-58.4662, device='cuda:0')"
"tensor(-59.2032, device='cuda:0')"
"tensor(-58.5508, device='cuda:0')"
"tensor(-59.2198, device='cuda:0')"
"tensor(-58.3365, device='cuda:0')"
""
"tensor(-58.2859, device='cuda:0')"
"tensor(-59.0584, device='cuda:0')"
"tensor(-58.3728, device='cuda:0')"
"tensor(-59.1382, device='cuda:0')"
"tensor(-58.3679, device='cuda:0')"
""
"tensor(-59.0844, device='cuda:0')"
"tensor(-58.3836, device='cuda:0')"
"tensor(-59.0828, device='cuda:0')"
"tensor(-58.3894, device='cuda:0')"
"tensor(-59.1165, device='cuda:0')"
"tensor(-58.4630, device='cuda:0')"
""
"tensor(-59.0498, device='cuda:0')"
"tensor(-58.4283, device='cuda:0')"
"tensor(-59.1368, device='cuda:0')"
"tensor(-58.3714, device='cuda:0')"
"tensor(-59.0899, device='cuda:0')"
"tensor(-58.4453, device='cuda:0')"
"tensor(-59.2222, device='cuda:0')"
"tensor(-58.4431, device='cuda:0')"
"tensor(-59.1105, device='cuda:0')"
"tensor(-58.4162, device='cuda:0')"
"tensor(-59.1028, device='cuda:0')"
"tensor(-58.4297, device='cuda:0')"
""
"tensor(-59.0592, device='cuda:0')"
"tensor(-58.4388, device='cuda:0')"
"tensor(-59.1865, device='cuda:0')"
"tensor(-58.5242, device='cuda:0')"
"tensor(-59.2539, device='cuda:0')"
"tensor(-58.6540, device='cuda:0')"
"tensor(-59.2280, device='cuda:0')"
"tensor(-58.4098, device='cuda:0')"
"tensor(-59.2032, device='cuda:0')"
"tensor(-58.3139, device='cuda:0')"
"tensor(-58.9782, device='cuda:0')"
"tensor(-57.9830, device='cuda:0')"
"tensor(-59.2954, device='cuda:0')"
"tensor(-57.9741, device='cuda:0')"
"tensor(-59.0352, device='cuda:0')"
"tensor(-58.7368, device='cuda:0')"
"tensor(-58.5071, device='cuda:0')"
"tensor(-59.2639, device='cuda:0')"
"tensor(-58.3717, device='cuda:0')"
"tensor(-59.0524, device='cuda:0')"
"tensor(-58.4525, device='cuda:0')"
"tensor(-58.3582, device='cuda:0')"
"tensor(-59.2424, device='cuda:0')"
"tensor(-58.5424, device='cuda:0')"
"tensor(-59.0860, device='cuda:0')"
"tensor(-58.5509, device='cuda:0')"
"tensor(-59.1941, device='cuda:0')"
"tensor(-58.5216, device='cuda:0')"
""
"tensor(-59.0842, device='cuda:0')"
"tensor(-58.3740, device='cuda:0')"
"tensor(-59.0362, device='cuda:0')"
"tensor(-58.3528, device='cuda:0')"
"tensor(-59.0853, device='cuda:0')"
"tensor(-58.4033, device='cuda:0')"
"tensor(-59.1176, device='cuda:0')"
"tensor(-58.3893, device='cuda:0')"
"tensor(-59.0692, device='cuda:0')"
"tensor(-58.4123, device='cuda:0')"
"tensor(-59.1197, device='cuda:0')"
"tensor(-58.3584, device='cuda:0')"
"tensor(-59.1106, device='cuda:0')"
"tensor(-58.3755, device='cuda:0')"
"tensor(-59.0799, device='cuda:0')"
"tensor(-58.4694, device='cuda:0')"
"tensor(-59.1259, device='cuda:0')"
"tensor(-58.3993, device='cuda:0')"
"tensor(-59.0725, device='cuda:0')"
"tensor(-58.3929, device='cuda:0')"
""
"tensor(-59.1093, device='cuda:0')"
"tensor(-58.4546, device='cuda:0')"
"tensor(-58.5223, device='cuda:0')"
"tensor(-59.1681, device='cuda:0')"
"tensor(-58.5099, device='cuda:0')"
"tensor(-59.3571, device='cuda:0')"
"tensor(-58.5190, device='cuda:0')"
"tensor(-59.2459, device='cuda:0')"
"tensor(-58.5378, device='cuda:0')"
"tensor(-59.3536, device='cuda:0')"
""
"tensor(-58.4627, device='cuda:0')"
"tensor(-59.2158, device='cuda:0')"
"tensor(-59.3220, device='cuda:0')"
"tensor(-58.6435, device='cuda:0')"
"tensor(-59.3950, device='cuda:0')"
"tensor(-58.5963, device='cuda:0')"
"tensor(-59.3893, device='cuda:0')"
"tensor(-58.5340, device='cuda:0')"
""
"tensor(-59.2135, device='cuda:0')"
"tensor(-58.5590, device='cuda:0')"
"tensor(-59.1256, device='cuda:0')"
"tensor(-58.4870, device='cuda:0')"
"tensor(-59.2331, device='cuda:0')"
"tensor(-58.4292, device='cuda:0')"
"tensor(-58.4623, device='cuda:0')"
"tensor(-59.2279, device='cuda:0')"
"tensor(-58.4351, device='cuda:0')"
"tensor(-59.2873, device='cuda:0')"
"tensor(-58.6234, device='cuda:0')"
"tensor(-59.2872, device='cuda:0')"
"tensor(-58.5192, device='cuda:0')"
"tensor(-59.1963, device='cuda:0')"
"tensor(-58.6576, device='cuda:0')"
""
"tensor(-59.1881, device='cuda:0')"
"tensor(-58.6089, device='cuda:0')"
"tensor(-59.3571, device='cuda:0')"
"tensor(-58.7582, device='cuda:0')"
"tensor(-59.4288, device='cuda:0')"
"tensor(-58.8413, device='cuda:0')"
"tensor(-59.4747, device='cuda:0')"
""
"tensor(-58.4964, device='cuda:0')"
"tensor(-59.2069, device='cuda:0')"
"tensor(-58.4890, device='cuda:0')"
"tensor(-59.2078, device='cuda:0')"
"tensor(-58.4662, device='cuda:0')"
"tensor(-59.2290, device='cuda:0')"
"tensor(-58.4699, device='cuda:0')"
""
"tensor(-59.1371, device='cuda:0')"
"tensor(-58.4101, device='cuda:0')"
"tensor(-59.1624, device='cuda:0')"
"tensor(-58.4588, device='cuda:0')"
"tensor(-59.1647, device='cuda:0')"
"tensor(-58.4850, device='cuda:0')"
"tensor(-59.1974, device='cuda:0')"
"tensor(-58.5449, device='cuda:0')"
"tensor(-58.5937, device='cuda:0')"
"tensor(-59.2404, device='cuda:0')"
"tensor(-59.3846, device='cuda:0')"
"tensor(-58.5782, device='cuda:0')"
""
"tensor(-59.2175, device='cuda:0')"
"tensor(-58.4798, device='cuda:0')"
"tensor(-59.2056, device='cuda:0')"
"tensor(-58.5161, device='cuda:0')"
"tensor(-59.2650, device='cuda:0')"
"tensor(-58.5792, device='cuda:0')"
"tensor(-59.3486, device='cuda:0')"
"tensor(-58.5970, device='cuda:0')"
"tensor(-59.1606, device='cuda:0')"
"tensor(-58.5047, device='cuda:0')"
"tensor(-59.1955, device='cuda:0')"
"tensor(-58.4932, device='cuda:0')"
"tensor(-59.1874, device='cuda:0')"
"tensor(-58.4074, device='cuda:0')"
"tensor(-59.1591, device='cuda:0')"
"tensor(-58.5243, device='cuda:0')"
"tensor(-59.2093, device='cuda:0')"
""
"tensor(-58.5186, device='cuda:0')"
"tensor(-59.1674, device='cuda:0')"
"tensor(-58.5039, device='cuda:0')"
"tensor(-59.3240, device='cuda:0')"
"tensor(-58.5148, device='cuda:0')"
"tensor(-59.2897, device='cuda:0')"
"tensor(-58.5468, device='cuda:0')"
"tensor(-59.2916, device='cuda:0')"
"tensor(-58.6687, device='cuda:0')"
"tensor(-59.4193, device='cuda:0')"
"tensor(-58.6019, device='cuda:0')"
"tensor(-59.4190, device='cuda:0')"
"tensor(-58.5829, device='cuda:0')"
"tensor(-59.4372, device='cuda:0')"
"tensor(-58.5655, device='cuda:0')"
"tensor(-59.4110, device='cuda:0')"
"tensor(-58.5255, device='cuda:0')"
""
"tensor(-59.1690, device='cuda:0')"
"tensor(-58.4504, device='cuda:0')"
"tensor(-58.4870, device='cuda:0')"
"tensor(-59.1950, device='cuda:0')"
"tensor(-58.5175, device='cuda:0')"
"tensor(-59.2339, device='cuda:0')"
"tensor(-58.5216, device='cuda:0')"
"tensor(-59.3043, device='cuda:0')"
"tensor(-58.6362, device='cuda:0')"
""
"tensor(-59.2374, device='cuda:0')"
"tensor(-58.4663, device='cuda:0')"
"tensor(-59.2038, device='cuda:0')"
"tensor(-58.4531, device='cuda:0')"
"tensor(-59.2500, device='cuda:0')"
"tensor(-58.5937, device='cuda:0')"
"tensor(-59.3843, device='cuda:0')"
"tensor(-58.6683, device='cuda:0')"
""
"tensor(-59.1687, device='cuda:0')"
"tensor(-59.1665, device='cuda:0')"
"tensor(-59.5900, device='cuda:0')"
"tensor(-58.9112, device='cuda:0')"
"tensor(-59.6070, device='cuda:0')"
"tensor(-58.9633, device='cuda:0')"
""
"tensor(-59.5517, device='cuda:0')"
"tensor(-58.8011, device='cuda:0')"
"tensor(-59.5248, device='cuda:0')"
"tensor(-58.8071, device='cuda:0')"
"tensor(-59.4852, device='cuda:0')"
"tensor(-59.5294, device='cuda:0')"
"tensor(-58.7802, device='cuda:0')"
"tensor(-59.4897, device='cuda:0')"
"tensor(-58.8310, device='cuda:0')"
"tensor(-59.4250, device='cuda:0')"
"tensor(-58.6919, device='cuda:0')"
"tensor(-59.5100, device='cuda:0')"
"tensor(-58.7442, device='cuda:0')"
"tensor(-59.4902, device='cuda:0')"
"tensor(-58.8003, device='cuda:0')"
"tensor(-59.5494, device='cuda:0')"
"tensor(-58.8082, device='cuda:0')"
"tensor(-59.4770, device='cuda:0')"
"tensor(-58.7868, device='cuda:0')"
"tensor(-59.4610, device='cuda:0')"
"tensor(-58.7931, device='cuda:0')"
"tensor(-59.4862, device='cuda:0')"
""
"tensor(-58.7311, device='cuda:0')"
"tensor(-59.5202, device='cuda:0')"
"tensor(-58.8047, device='cuda:0')"
"tensor(-59.5982, device='cuda:0')"
"tensor(-58.8850, device='cuda:0')"
"tensor(-59.5838, device='cuda:0')"
"tensor(-58.9321, device='cuda:0')"
"tensor(-59.5744, device='cuda:0')"
"tensor(-58.8634, device='cuda:0')"
"tensor(-59.6158, device='cuda:0')"
"tensor(-58.9259, device='cuda:0')"
"tensor(-59.6073, device='cuda:0')"
"tensor(-59.0256, device='cuda:0')"
"tensor(-59.5899, device='cuda:0')"
"tensor(-58.8383, device='cuda:0')"
"tensor(-59.5217, device='cuda:0')"
""
"tensor(-58.7983, device='cuda:0')"
"tensor(-59.4917, device='cuda:0')"
"tensor(-58.7913, device='cuda:0')"
"tensor(-59.5960, device='cuda:0')"
"tensor(-58.7851, device='cuda:0')"
"tensor(-59.6151, device='cuda:0')"
"tensor(-59.0074, device='cuda:0')"
"tensor(-59.6434, device='cuda:0')"
"tensor(-58.8146, device='cuda:0')"
"tensor(-59.4903, device='cuda:0')"
"tensor(-58.8648, device='cuda:0')"
"tensor(-59.5385, device='cuda:0')"
"tensor(-58.8389, device='cuda:0')"
"tensor(-58.8087, device='cuda:0')"
"tensor(-59.5605, device='cuda:0')"
"tensor(-58.8095, device='cuda:0')"
"tensor(-59.5130, device='cuda:0')"
"tensor(-59.5157, device='cuda:0')"
"tensor(-58.8007, device='cuda:0')"
"tensor(-59.4921, device='cuda:0')"
"tensor(-58.8541, device='cuda:0')"
"tensor(-59.4975, device='cuda:0')"
"tensor(-58.7503, device='cuda:0')"
"tensor(-59.5013, device='cuda:0')"
"tensor(-58.7874, device='cuda:0')"
"tensor(-59.4861, device='cuda:0')"
"tensor(-58.8431, device='cuda:0')"
"tensor(-59.4999, device='cuda:0')"
"tensor(-58.8109, device='cuda:0')"
"tensor(-58.8024, device='cuda:0')"
""
"tensor(-59.5381, device='cuda:0')"
"tensor(-58.7923, device='cuda:0')"
"tensor(-59.5050, device='cuda:0')"
"tensor(-58.8817, device='cuda:0')"
"tensor(-58.9304, device='cuda:0')"
"tensor(-59.5821, device='cuda:0')"
"tensor(-58.9310, device='cuda:0')"
"tensor(-59.5858, device='cuda:0')"
"tensor(-58.9011, device='cuda:0')"
"tensor(-59.6962, device='cuda:0')"
"tensor(-58.9868, device='cuda:0')"
""
"tensor(-59.5153, device='cuda:0')"
"tensor(-58.8816, device='cuda:0')"
"tensor(-59.6983, device='cuda:0')"
"tensor(-58.9418, device='cuda:0')"
"tensor(-59.6850, device='cuda:0')"
"tensor(-59.0500, device='cuda:0')"
"tensor(-59.7087, device='cuda:0')"
""
"tensor(-58.8265, device='cuda:0')"
"tensor(-58.8549, device='cuda:0')"
"tensor(-59.5457, device='cuda:0')"
"tensor(-58.8356, device='cuda:0')"
"tensor(-59.5751, device='cuda:0')"
"tensor(-58.9941, device='cuda:0')"
"tensor(-58.9471, device='cuda:0')"
"tensor(-59.6269, device='cuda:0')"
""
"tensor(-58.8163, device='cuda:0')"
"tensor(-59.5494, device='cuda:0')"
"tensor(-58.8404, device='cuda:0')"
"tensor(-59.5783, device='cuda:0')"
"tensor(-58.7560, device='cuda:0')"
"tensor(-59.5469, device='cuda:0')"
""
"tensor(-58.6668, device='cuda:0')"
"tensor(-58.7807, device='cuda:0')"
"tensor(-59.5506, device='cuda:0')"
"tensor(-58.8066, device='cuda:0')"
"tensor(-59.5323, device='cuda:0')"
"tensor(-58.9090, device='cuda:0')"
"tensor(-59.6903, device='cuda:0')"
"tensor(-59.5956, device='cuda:0')"
"tensor(-58.8567, device='cuda:0')"
"tensor(-59.6340, device='cuda:0')"
"tensor(-58.9902, device='cuda:0')"
""
"tensor(-59.4723, device='cuda:0')"
"tensor(-58.7743, device='cuda:0')"
"tensor(-59.5460, device='cuda:0')"
"tensor(-58.8428, device='cuda:0')"
"tensor(-59.5454, device='cuda:0')"
"tensor(-58.8349, device='cuda:0')"
"tensor(-59.6159, device='cuda:0')"
"tensor(-58.8089, device='cuda:0')"
"tensor(-59.6106, device='cuda:0')"
"tensor(-58.8536, device='cuda:0')"
""
"tensor(-59.4943, device='cuda:0')"
"tensor(-59.5446, device='cuda:0')"
"tensor(-59.3515, device='cuda:0')"
"tensor(-59.1932, device='cuda:0')"
"tensor(-59.8847, device='cuda:0')"
"tensor(-59.8197, device='cuda:0')"
""
"tensor(-59.0975, device='cuda:0')"
"tensor(-59.9255, device='cuda:0')"
"tensor(-59.0686, device='cuda:0')"
"tensor(-59.8958, device='cuda:0')"
"tensor(-59.1847, device='cuda:0')"
"tensor(-59.9321, device='cuda:0')"
"tensor(-59.2072, device='cuda:0')"
"tensor(-59.9223, device='cuda:0')"
""
"tensor(-59.0567, device='cuda:0')"
"tensor(-59.8104, device='cuda:0')"
"tensor(-59.0978, device='cuda:0')"
"tensor(-59.7999, device='cuda:0')"
"tensor(-59.1776, device='cuda:0')"
"tensor(-59.8898, device='cuda:0')"
"tensor(-59.2697, device='cuda:0')"
""
"tensor(-59.8466, device='cuda:0')"
"tensor(-59.0850, device='cuda:0')"
"tensor(-59.8226, device='cuda:0')"
"tensor(-59.1559, device='cuda:0')"
"tensor(-59.8592, device='cuda:0')"
"tensor(-59.1413, device='cuda:0')"
"tensor(-59.8609, device='cuda:0')"
"tensor(-59.1904, device='cuda:0')"
"tensor(-60.0664, device='cuda:0')"
"tensor(-59.2414, device='cuda:0')"
"tensor(-59.7993, device='cuda:0')"
"tensor(-59.0983, device='cuda:0')"
"tensor(-59.8264, device='cuda:0')"
"tensor(-59.1423, device='cuda:0')"
"tensor(-59.7966, device='cuda:0')"
"tensor(-59.0922, device='cuda:0')"
"tensor(-59.1047, device='cuda:0')"
"tensor(-59.8797, device='cuda:0')"
"tensor(-59.0992, device='cuda:0')"
"tensor(-59.8421, device='cuda:0')"
"tensor(-59.1412, device='cuda:0')"
"tensor(-59.8212, device='cuda:0')"
"tensor(-59.1661, device='cuda:0')"
"tensor(-59.8168, device='cuda:0')"
"tensor(-59.1434, device='cuda:0')"
""
"tensor(-59.1467, device='cuda:0')"
"tensor(-59.1225, device='cuda:0')"
"tensor(-59.8666, device='cuda:0')"
"tensor(-59.1956, device='cuda:0')"
""
"tensor(-59.8296, device='cuda:0')"
"tensor(-59.1760, device='cuda:0')"
"tensor(-59.8313, device='cuda:0')"
"tensor(-59.2026, device='cuda:0')"
"tensor(-59.8885, device='cuda:0')"
"tensor(-59.1641, device='cuda:0')"
"tensor(-59.9887, device='cuda:0')"
"tensor(-59.2426, device='cuda:0')"
"tensor(-60.1562, device='cuda:0')"
"tensor(-59.5822, device='cuda:0')"
"tensor(-60.1187, device='cuda:0')"
"tensor(-59.3528, device='cuda:0')"
"tensor(-60.1791, device='cuda:0')"
""
"tensor(-59.1275, device='cuda:0')"
"tensor(-59.8767, device='cuda:0')"
"tensor(-59.1602, device='cuda:0')"
"tensor(-59.9676, device='cuda:0')"
"tensor(-59.1892, device='cuda:0')"
"tensor(-60.0558, device='cuda:0')"
"tensor(-59.3094, device='cuda:0')"
"tensor(-60.0133, device='cuda:0')"
"tensor(-59.3176, device='cuda:0')"
"tensor(-60.0449, device='cuda:0')"
""
"tensor(-59.1462, device='cuda:0')"
"tensor(-59.8817, device='cuda:0')"
"tensor(-59.1105, device='cuda:0')"
"tensor(-59.9180, device='cuda:0')"
"tensor(-59.1545, device='cuda:0')"
"tensor(-59.9078, device='cuda:0')"
"tensor(-59.2264, device='cuda:0')"
"tensor(-59.9521, device='cuda:0')"
"tensor(-59.2017, device='cuda:0')"
"tensor(-59.8681, device='cuda:0')"
"tensor(-59.1413, device='cuda:0')"
"tensor(-59.9413, device='cuda:0')"
"tensor(-59.1751, device='cuda:0')"
"tensor(-59.9266, device='cuda:0')"
"tensor(-59.1549, device='cuda:0')"
"tensor(-60.0188, device='cuda:0')"
""
"tensor(-59.1730, device='cuda:0')"
"tensor(-59.9518, device='cuda:0')"
"tensor(-59.2626, device='cuda:0')"
"tensor(-59.9966, device='cuda:0')"
"tensor(-59.2595, device='cuda:0')"
"tensor(-60.0188, device='cuda:0')"
"tensor(-59.2136, device='cuda:0')"
"tensor(-59.9904, device='cuda:0')"
""
"tensor(-59.1648, device='cuda:0')"
"tensor(-59.8262, device='cuda:0')"
"tensor(-59.0882, device='cuda:0')"
"tensor(-59.8477, device='cuda:0')"
"tensor(-59.1768, device='cuda:0')"
"tensor(-59.8783, device='cuda:0')"
"tensor(-59.2373, device='cuda:0')"
"tensor(-59.8816, device='cuda:0')"
"tensor(-59.2218, device='cuda:0')"
"tensor(-59.9254, device='cuda:0')"
"tensor(-59.2423, device='cuda:0')"
"tensor(-59.2162, device='cuda:0')"
"tensor(-59.9228, device='cuda:0')"
"tensor(-59.2033, device='cuda:0')"
"tensor(-59.8686, device='cuda:0')"
"tensor(-59.2391, device='cuda:0')"
"tensor(-59.9094, device='cuda:0')"
"tensor(-59.0751, device='cuda:0')"
"tensor(-59.1305, device='cuda:0')"
"tensor(-59.9235, device='cuda:0')"
""
"tensor(-59.1442, device='cuda:0')"
"tensor(-59.5844, device='cuda:0')"
"tensor(-58.9310, device='cuda:0')"
"tensor(-59.6023, device='cuda:0')"
"tensor(-58.8844, device='cuda:0')"
"tensor(-59.6184, device='cuda:0')"
"tensor(-58.9440, device='cuda:0')"
"tensor(-58.8926, device='cuda:0')"
"tensor(-59.6119, device='cuda:0')"
"tensor(-58.9935, device='cuda:0')"
"tensor(-59.6769, device='cuda:0')"
"tensor(-59.0683, device='cuda:0')"
"tensor(-59.6178, device='cuda:0')"
"tensor(-58.9543, device='cuda:0')"
"tensor(-59.6442, device='cuda:0')"
"tensor(-58.9374, device='cuda:0')"
"tensor(-59.6488, device='cuda:0')"
"tensor(-58.9929, device='cuda:0')"
"tensor(-59.7096, device='cuda:0')"
"tensor(-58.9869, device='cuda:0')"
"tensor(-58.9865, device='cuda:0')"
""
